video_id,title,channel,category,published_at,views,likes,comments,fetched_at
CuCUKGyco80,[LIVE] LEECHANGSUB(이창섭) - Coward(겁쟁이),MUSIC&NEW 뮤직앤뉴,Music,2025-03-12T09:00:25Z,137614,8871,1374,2025-03-19 15:09:37.602367
MstuOEqsVBQ,HOT - LE SSERAFIM (르세라핌) [뮤직뱅크/Music Bank] | KBS 250314 방송,KBS Kpop,Music,2025-03-14T09:25:53Z,713063,29563,1603,2025-03-19 15:09:37.602367
-u9FCmRxq0M,like JENNIE | Choreography by the creators,WE DEM BOYZ 위댐보이즈,Entertainment,2025-03-10T12:05:22Z,730825,33568,807,2025-03-19 15:09:37.602367
8aCPVm2w0Og,"'WHAT? DOOR!' EP.29 | ""우리 제법 통하는 게 많네요..❤️"" : 아찔한 롤모델 소개팅 1편 - BOYNEXTDOOR (보이넥스트도어)",BOYNEXTDOOR,Music,2025-03-11T11:00:14Z,449300,25968,2009,2025-03-19 15:09:37.602367
IWtA79osNs0,얼큰하게 취한 추성훈 가족 모임 초대장 🎵하나의 사랑(2025)🎵,추성훈 ChooSungHoon,People & Blogs,2025-03-13T09:30:06Z,1919308,48102,3131,2025-03-19 15:09:37.602367
oyotmQ-vQLs,믹스커피를 가장 맛있게 먹는 바리스타만의 방법 (박태진 바리스타 1부),지식인사이드,Howto & Style,2025-03-11T11:05:04Z,1639898,46372,1195,2025-03-19 15:09:37.602367
LC0vWs8cs5I,한 번도 안 해봤던 제니의 이야기,요정재형,Entertainment,2025-03-09T08:00:19Z,1623240,45355,2525,2025-03-19 15:09:37.602367
lBimDKKNDDs,(4K) 제니(JENNIE) 'like JENNIE' | NPOP LIMITED EDITION - SIDE A,NPOP,People & Blogs,2025-03-09T12:00:48Z,3756987,241393,5527,2025-03-19 15:09:37.602367
st0KZRaD8XY,[4회 선공개] ((일동 당황)) 개발자들의 독특한(?) 유머까지 파악한 이제훈😲 | 〈협상의 기술〉 3/16(일) 밤 10시 30분 방송!,JTBC Drama,Entertainment,2025-03-16T00:59:57Z,135682,719,93,2025-03-19 15:09:37.602367
0X85ABWjA1s,이건 그냥 콘서트잖아?!💖 무대를 뒤집어 놓은🤩 손빈아 ‘연모’♬ TV CHOSUN 250313 방송 | [미스터트롯3 – 12회] | TV조선,TVCHOSUN - TV조선,Entertainment,2025-03-13T14:41:45Z,331456,7884,2300,2025-03-19 15:09:37.602367
Kn5waagedK8,[UFC] 알렉스 페레이라 vs 마고메드 안칼라예프,tvN SPORTS,Sports,2025-03-09T08:14:10Z,1569430,15929,5036,2025-03-19 15:09:37.602367
FxE6TJ5ZpN0,롬앤을 떠나며 나의 지난 10년 돌아보기,Saerom Min개코의 오픈스튜디오,Entertainment,2025-03-12T09:00:25Z,221496,3861,282,2025-03-19 15:09:37.602367
cNcl3yomZgM,에이즈 최초 감염자는 누구였을까? 미스터리 추적! | 에이즈의 역사,닥터프렌즈,Education,2025-03-11T12:05:00Z,373717,4914,384,2025-03-19 15:09:37.602367
EUpDb-uDj3M,"새벽 5시 기상 | 정성 가득 남편 도시락,  7가지 아침 요리, 와인 안주 추천 | 호텔 같은 아늑한 집 만들기",꿀주부 Honeyjubu,Howto & Style,2025-03-12T08:00:14Z,413656,10061,639,2025-03-19 15:09:37.602367
yJjEu4LNMqI,"[MV] 독수리 5형제를 부탁해! OST ""영탁_알 수 없는 인생"" (영탁 콘서트 버전)",OGAM Entertainment,Music,2025-03-10T11:01:21Z,486181,15686,3433,2025-03-19 15:09:37.602367
QwPlnCE53Gs,짜장면 vs 짬뽕,웃고리즘,Comedy,2025-03-10T07:00:18Z,1299157,13311,1638,2025-03-19 15:09:37.602367
HohYWta26nc,코스트코에서 7만원 미만 백화점 신발? 봄 패션까지 한 번에! #중년패션코디 #세라,맘드레 - 60대 엄마의옷장,Howto & Style,2025-03-12T00:19:27Z,220265,1688,153,2025-03-19 15:09:37.602367
LhiU3_W5TiI,[박수홍 행복해다홍] 재이의 첫 뒤집기 | 4개월아기 | 생후140일 | 육아일기 | 브이로그 | 아기발달 | 인기재이 | 유니콘아기 |,박수홍 행복해다홍,Entertainment,2025-03-10T11:47:04Z,688670,11634,652,2025-03-19 15:09:37.602367
TamDOXponnM,"YEJI ""Air"" M/V",JYP Entertainment,Music,2025-03-10T08:58:22Z,10393536,541630,35175,2025-03-19 15:09:37.602367
rEBHjYQ8HoI,호시X우지 (SEVENTEEN) ‘동갑내기' Official MV,HYBE LABELS,Music,2025-03-10T08:55:07Z,14141347,330032,20044,2025-03-19 15:09:37.602367
jfG33HzmM9o,통발 1000개를 뿌렸는데... 에잇! 감성돔 회나 먹어야지~ 😋 완도 어부 청년 이야기,대한민국 '섬' Korea Island,Howto & Style,2025-03-12T02:00:29Z,173029,1397,46,2025-03-19 15:09:37.602367
RY26njIlRx0,[KAI 나우] KF-21 양산 1호기 제작 현장 최초공개!!ㅣKF-21ㅣ양산ㅣ2월,KAI : Korea Aerospace Industries,Science & Technology,2025-03-11T08:00:31Z,379820,9275,493,2025-03-19 15:09:37.602367
Fre5ExoVUKk,※긴급속보※ 일반 복어의 8배 크기!! 역대급 초대물 복어가 올라왔습니다,일타쿠마,Entertainment,2025-03-12T11:00:24Z,226446,3147,182,2025-03-19 15:09:37.602367
YznffFySzrE,"이사 후 첫 동네 탐방기(feat. 곽튜브, 여행가제이)",잰잰바리,People & Blogs,2025-03-11T09:20:00Z,314289,5614,446,2025-03-19 15:09:37.602367
SE_H0yqDjws,"[선공개] 어린 부모의 여름은, 한여름처럼 무성하게 자랐다 | 폭싹 속았수다 | 넷플릭스",Netflix Korea 넷플릭스 코리아,Entertainment,2025-03-13T10:00:00Z,871573,10231,936,2025-03-19 15:09:37.602367
hFywmk9WLec,(오랜만) 고품격 독서감상회 [다독다독 ep.5],유병재,Comedy,2025-03-14T08:06:05Z,307890,5114,299,2025-03-19 15:09:37.602367
nD2Bxpm7_vg,[송승환의 원더풀라이프] 배우 김미숙 1화 (5년의 섭외 끝에 출연! 배우 김미숙!),송승환의 원더풀 라이프,Entertainment,2025-03-11T09:01:02Z,202766,7142,301,2025-03-19 15:09:37.602367
fkJm3f4WGgs,[4회 하이라이트] 대망의 영어 스피치 대회! 김사랑은 과연 1등 할 수 있을까? 대치동 엄마들도 긴장되는 순간ㄷㄷ #라이딩인생,ENA 이엔에이,Entertainment,2025-03-11T14:10:01Z,368124,1589,139,2025-03-19 15:09:37.602367
jMRyVvNSA3g,임영웅 리사이틀 [RE:CITAL] Behind Ep2. 대장정의 (진짜) 서막,임영웅,Music,2025-03-09T09:16:00Z,525177,53920,5349,2025-03-19 15:09:37.602367
j1DTIaDJy4I,j-hope ft. Miguel: Sweet Dreams | The Tonight Show Starring Jimmy Fallon,The Tonight Show Starring Jimmy Fallon,Comedy,2025-03-11T04:36:00Z,1491477,185520,9430,2025-03-19 15:09:37.602367
S-VLzICd2FE,"SEULGI 슬기 'Baby, Not Baby' MV",SMTOWN,Music,2025-03-10T09:00:28Z,2498904,224212,10137,2025-03-19 15:09:37.602367
J28QAjidSXk,[SUB/만날사람인나] EP.9-2 당장 박보검&아이유 폭싹즈를 찵여오너라 | 박보검 2부,유인라디오,Entertainment,2025-03-13T10:00:21Z,536019,11858,981,2025-03-19 15:09:37.602367
adn5KgN2_A8,"아옳이 소장품 나눔하는 영상💖  예쁜 드레스, 신발 나눔👗👡",아옳이,People & Blogs,2025-03-11T11:00:08Z,255381,5286,11558,2025-03-19 15:09:37.602367
Z7S8_GraO9k,군대리아,숏박스,Comedy,2025-03-07T09:00:50Z,4284251,42508,4784,2025-03-19 15:09:37.602367
x4vLxR_7dFI,한국에서 귀국선물로 이탈리아 장모님께 삼성 갤럭시 S25+를 드렸더니? 그리고 선물보따리 한 가득,Mozzarella Girl & Oppa,Comedy,2025-03-10T22:01:50Z,341825,12944,512,2025-03-19 15:09:37.602367
JSFG-IE8n_c,JENNIE - like JENNIE (Official Video),JennieRubyJaneVEVO,Music,2025-03-07T05:00:06Z,37722813,2106631,116127,2025-03-19 15:09:37.602367
dCWtNl6imQ4,“개그맨 아니었어?” 끝없이 긁는 찐동생 주우재 놀리기🤣 본숙커플 마지막 비하인드!? [비밀보장 508회],VIVO TV - 비보티비,Comedy,2025-03-12T10:00:46Z,508754,7045,699,2025-03-19 15:09:37.602367
BgFbfqBSX_8,[백설공주] '간절한 소원' (Waiting On A Wish) MV 티저,Disney Korea,Entertainment,2025-03-09T23:01:13Z,1728804,26180,4077,2025-03-19 15:09:37.602367
ZYzhXq-u-mU,평생 야채 싫어하는 쯔양의 야채 먹방 asmr..🤢,쯔양밖정원,People & Blogs,2025-03-11T10:00:42Z,259750,10902,1017,2025-03-19 15:09:37.602367
eELPm0IUNtM,[EN]포켓형은 핑계고ㅣEP.71,뜬뜬 DdeunDdeun,Comedy,2025-03-08T00:00:06Z,5132903,70816,4462,2025-03-19 15:09:37.602367
3UTfekR1vNQ,"j-hope Wants to Work with Kendrick Lamar; Talks Solo World Tour and ARMY Inspiring ""Sweet Dreams""",The Tonight Show Starring Jimmy Fallon,Comedy,2025-03-11T04:52:36Z,1053251,120846,5555,2025-03-19 15:09:37.602367
SF5DIkzuqCc,소 지방으로 삼양라면 10인분 튀기기,먹어볼래TryToEat,People & Blogs,2025-03-09T08:00:31Z,560385,6007,499,2025-03-19 15:09:37.602367
2WeVpa6RbwQ,인천공항에서 지금 출발하는 표 달라고 했더니.. 여기 어디야???,꾸준 kkujun,Travel & Events,2025-03-08T04:00:01Z,1095371,16443,1558,2025-03-19 15:09:37.602367
0_zT7fyqGIw,"'과감한 파넨카' 손흥민, 토트넘 3연패 막았다 #SPOTIME",스포타임,Sports,2025-03-09T17:17:17Z,2073696,17455,2244,2025-03-19 15:09:37.602367
JXR81wlgJXo,포탈이 20억개 추가된 야생에서 살아남기,김만덕의 극한야생,Gaming,2025-03-08T07:57:44Z,384196,7092,425,2025-03-19 15:09:37.602367
S-IOBdE4nuw,"""화투가 나고 내가 화투인 물아일체!"" 혼이 담긴 속임수로 타짜들 다 털어버리는 허준호 타짜 모먼트! #올인 #습끌올 #SBSCatch",SBS Catch,Entertainment,2025-03-09T04:00:16Z,541744,2208,481,2025-03-19 15:09:37.602367
E4pjQzmXJNY,"1박여행 갈 때, 연애 초반커플 vs 장기커플",총몇명,Film & Animation,2025-03-08T09:00:24Z,1525063,22821,556,2025-03-19 15:09:37.602367
EnxjH4qfFys,아무도 없는 섬에서 텐트 없이 1박2일 생존하기!!!,진석기시대,Entertainment,2025-03-09T11:15:02Z,371281,5880,1207,2025-03-19 15:09:37.602367
Xh2K4rm4QWY,겨울잠에서 깨운지 한달 반 만에 양봉벌들과 토종벌 확인하기(feat.체리),프응TV Honeybeefather,People & Blogs,2025-03-09T08:08:09Z,308318,5195,256,2025-03-19 15:09:37.602367
79sOdu-VSHM,"[1-2회 하이라이트] 대기업 부채가 무려 💥11조💥 전설의 협상가 이제훈, 위기에 빠진 그룹을 살리기 위해 돌아오다! | 협상의 기술 | JTBC 250309 방송",JTBC Drama,Entertainment,2025-03-09T14:58:52Z,232362,1348,88,2025-03-19 15:09:37.602367
VCphey8IT58,1타 강사 vs 1티어 나혼산 : 묘하게 케미 좋은 우리 사이 ｜드디어 인문학 EP. 3 김광규님  #플라톤 #공자 #석가모니,이지영 [Leejiyoung Official],Education,2025-03-08T13:15:11Z,718969,12257,775,2025-03-19 15:09:37.602367
kW1e8NtdW90,j-hope ‘Sweet Dreams (feat. Miguel)’ Official MV,HYBE LABELS,Music,2025-03-07T04:59:06Z,13442962,1376029,130101,2025-03-19 15:09:37.602367
HPnftCFMnQg,알 수 없는 인생,YOUNGTAK - Topic,Music,2025-03-08T09:04:33Z,239737,14018,1097,2025-03-19 15:09:37.602367
7FW-U3ZOQM4,정동원 THE 2ND ALBUM ‘키다리의 선물’ 하이라이트 퍼포먼스 비디오,정동원TV,People & Blogs,2025-03-08T06:13:00Z,190333,7659,1992,2025-03-19 15:09:37.602367
Iu0yLRybyeg,123층 롯데월드타워를 처음 와본 터키 장모님의 리얼 반응,유슬비 YOOSEULBI,People & Blogs,2025-03-09T04:27:53Z,238169,12496,467,2025-03-19 15:09:37.602367
qiuSUSiyGkI,"VLOG • 그래요 나 연애해요,, 예뻐야 하는 날 야무지게 준비하고🧖🏻‍♀️ 남친보이랑 첫 한남동 데이트💗",현주zutube,People & Blogs,2025-03-10T09:01:05Z,98308,1233,159,2025-03-19 15:09:37.602367
85DSFgZ4-wQ,[TEASER] 제니(JENNIE) 'like JENNIE' 최초공개🌹 3/9 9PM NPOP,NPOP,People & Blogs,2025-03-08T10:00:09Z,1096622,69439,1321,2025-03-19 15:09:37.602367
LsKcMV7hfPY,1년만에 달라진 그녀와의 재회 - 일본(4),곽튜브,Travel & Events,2025-03-06T12:01:32Z,1721076,28571,2938,2025-03-19 15:09:37.602367
SGP0pJZEYeM,[#미스터트롯3] 시원하게 부순 정통 트롯의 벽💥 준결승 2차전 정통 트롯 대전 천록담 '부초 같은 인생'♬ #TVCHOSUNMUSIC (TV CHOSUN 250306 방송),TVCHOSUN MUSIC,Entertainment,2025-03-07T07:31:00Z,710016,11425,1946,2025-03-19 15:09:37.602367
3T-KF_NUPd8,"[하이라이트] 12년 만에 만난 〈마셰코〉 사제간의 대결🔥 김소희에게 불같이 대드는 최강록, 간이 부었네?ㅋㅋㅋ | 냉장고를 부탁해 | JTBC 250309 방송",JTBC Entertainment,Entertainment,2025-03-09T13:21:24Z,1105475,9830,912,2025-03-19 15:09:37.602367
LS2hKISN6gI,#24 우리 가족들 허락 다 받았어 ʚ♥ɞ [오래된 만남 추구] ep.7,고로케 : goroke,Entertainment,2025-03-09T14:00:28Z,1429622,16276,2227,2025-03-19 15:09:37.602367
GRUfZQC3_po,저희 결혼합니다,훼사원,People & Blogs,2025-03-08T07:01:13Z,367007,15165,4409,2025-03-19 15:09:37.602367
UEjFM78dAF0,👟’이 신발’ 그만 사세요ㅠㅣ살까요? 말까요? 신발 잡화 편,오늘의 주우재,People & Blogs,2025-03-11T10:00:38Z,312656,3068,258,2025-03-19 15:09:37.602367
hS0cRWkCRmw,관광객들은 모르는 일본 나고야 찐 로컬 맛집 로드🤤편의점 간식 추천까지🍙,동네친구 강나미 [Kangnami],Entertainment,2025-03-06T10:00:54Z,862274,10141,744,2025-03-19 15:09:37.602367
-Ziv4u5c4G4,닥터프렌즈 오진승 선생님께 정신과 상담 받았는데요...,회사원A,Howto & Style,2025-03-08T10:00:00Z,282145,4227,340,2025-03-19 15:09:37.602367
Cvy7vwZW38Y,내 뇌 기능이 끝장 나는데 얼마나 걸릴 것 같나?💥 드디어 내실 금고를 열어줄 키맨 박형식을 만난 우현 #습드첵 #보물섬 #BuriedHearts #sbsdrama,SBS Drama,Entertainment,2025-03-07T14:10:00Z,405994,2045,60,2025-03-19 15:09:37.602367
Ry1RrIVyl1M,[MV] 10CM _ To Reach You(너에게 닿기를),1theK (원더케이),Music,2025-03-06T09:00:35Z,468854,12673,806,2025-03-19 15:09:37.602367
R55VGD7aYUI,TREASURE - ‘YELLOW’ M/V,TREASURE (트레저),Entertainment,2025-03-07T09:00:08Z,30705127,503287,157480,2025-03-19 15:09:37.602367
hHT8FNgW2NU,[ENG]앗! 츄~🤧 이건 감기가 아니라 워토우 때문이라고요!｜#판다와쏭 #196,에버랜드 - EVERLAND,Pets & Animals,2025-03-07T09:35:13Z,477594,18656,867,2025-03-19 15:09:37.602367
BAhjzJpecrQ,인생 첫 차로 국산차 아니면 안 사겠다고 화를 내는 미국인 아내,D&J딘 and 줄리엣,People & Blogs,2025-03-08T11:04:23Z,340209,12764,905,2025-03-19 15:09:37.602367
-XXPO8rl7Wk,잇섭 mini,UPSub없섭,Science & Technology,2025-03-08T08:00:00Z,697384,18156,3473,2025-03-19 15:09:37.602367
ZzUbeLB5H-4,현경아..난 네가 이렇게 빡세게 사는 줄 몰랐다 [여기까지 왜 왔어? EP. 03],SBS Golf,Sports,2025-03-11T08:30:12Z,159355,1431,73,2025-03-19 15:09:37.602367
kQTFNQivQaE,친구의 친구,띱 Deep,Comedy,2025-03-08T03:00:42Z,1825356,24399,1077,2025-03-19 15:09:37.602367
r5TJ0f5EbDA,ENG│짐 많은 1인가구의 이사하는 날. 노동은 하는데 정리가 안되는 브이로그. 정신없는 뉴 하우스,planD플랜디,People & Blogs,2025-03-09T11:05:29Z,758549,28044,998,2025-03-19 15:09:37.602367
hUKBlwYS9Bc,"(ENG) 한혜진X화사 | 올해 여은파 연애할 수 있을까요..?🙏🏻 | 걸스나잇, 이상형, 연애 타로, 여은파 비하인드, 화사 북미투어 [나래식] EP.24",나래식,Entertainment,2025-03-05T09:30:02Z,1024610,13363,652,2025-03-19 15:09:37.602367
rsKvMEFeZ5E,미국 음식 먹는 브이로그,엄지렐라 Umjirella,People & Blogs,2025-03-07T09:01:17Z,248561,2744,111,2025-03-19 15:09:37.602367
YkEO63LGsKk,[SUB] 완전체라 6배로 즐겁고 6배로 시끄러움｜재친구 S4 E1｜인피니트 김재중,재친구(Jae friends) | ST7,Entertainment,2025-03-06T09:00:45Z,523343,26945,1776,2025-03-19 15:09:37.602367
O4WQFp9oCRQ,[Official MV]  INFINITE(인피니트) 'Dangerous',INFINITE Official,Entertainment,2025-03-06T09:00:30Z,10279174,0,10726,2025-03-19 15:09:37.602367
