video_id,title,channel,category,published_at,views,likes,comments,fetched_at
EUpDb-uDj3M,"새벽 5시 기상 | 정성 가득 남편 도시락,  7가지 아침 요리, 와인 안주 추천 | 호텔 같은 아늑한 집 만들기",꿀주부 Honeyjubu,Howto & Style,2025-03-12T08:00:14Z,414187,10077,639,2025-03-19 15:42:17.599765
yJjEu4LNMqI,"[MV] 독수리 5형제를 부탁해! OST ""영탁_알 수 없는 인생"" (영탁 콘서트 버전)",OGAM Entertainment,Music,2025-03-10T11:01:21Z,486656,15689,3434,2025-03-19 15:42:17.599765
QwPlnCE53Gs,짜장면 vs 짬뽕,웃고리즘,Comedy,2025-03-10T07:00:18Z,1299811,13315,1638,2025-03-19 15:42:17.599765
HohYWta26nc,코스트코에서 7만원 미만 백화점 신발? 봄 패션까지 한 번에! #중년패션코디 #세라,맘드레 - 60대 엄마의옷장,Howto & Style,2025-03-12T00:19:27Z,220348,1688,153,2025-03-19 15:42:17.599765
LhiU3_W5TiI,[박수홍 행복해다홍] 재이의 첫 뒤집기 | 4개월아기 | 생후140일 | 육아일기 | 브이로그 | 아기발달 | 인기재이 | 유니콘아기 |,박수홍 행복해다홍,Entertainment,2025-03-10T11:47:04Z,688749,11635,652,2025-03-19 15:42:17.599765
TamDOXponnM,"YEJI ""Air"" M/V",JYP Entertainment,Music,2025-03-10T08:58:22Z,10397073,541746,35184,2025-03-19 15:42:17.599765
rEBHjYQ8HoI,호시X우지 (SEVENTEEN) ‘동갑내기' Official MV,HYBE LABELS,Music,2025-03-10T08:55:07Z,14143264,330107,20045,2025-03-19 15:42:17.599765
jfG33HzmM9o,통발 1000개를 뿌렸는데... 에잇! 감성돔 회나 먹어야지~ 😋 완도 어부 청년 이야기,대한민국 '섬' Korea Island,Howto & Style,2025-03-12T02:00:29Z,173125,1397,46,2025-03-19 15:42:17.599765
Fre5ExoVUKk,※긴급속보※ 일반 복어의 8배 크기!! 역대급 초대물 복어가 올라왔습니다,일타쿠마,Entertainment,2025-03-12T11:00:24Z,226667,3148,182,2025-03-19 15:42:17.599765
RY26njIlRx0,[KAI 나우] KF-21 양산 1호기 제작 현장 최초공개!!ㅣKF-21ㅣ양산ㅣ2월,KAI : Korea Aerospace Industries,Science & Technology,2025-03-11T08:00:31Z,379901,9275,493,2025-03-19 15:42:17.599765
YznffFySzrE,"이사 후 첫 동네 탐방기(feat. 곽튜브, 여행가제이)",잰잰바리,People & Blogs,2025-03-11T09:20:00Z,314473,5614,446,2025-03-19 15:42:17.599765
SE_H0yqDjws,"[선공개] 어린 부모의 여름은, 한여름처럼 무성하게 자랐다 | 폭싹 속았수다 | 넷플릭스",Netflix Korea 넷플릭스 코리아,Entertainment,2025-03-13T10:00:00Z,871895,10238,936,2025-03-19 15:42:17.599765
hFywmk9WLec,(오랜만) 고품격 독서감상회 [다독다독 ep.5],유병재,Comedy,2025-03-14T08:06:05Z,308465,5120,299,2025-03-19 15:42:17.599765
nD2Bxpm7_vg,[송승환의 원더풀라이프] 배우 김미숙 1화 (5년의 섭외 끝에 출연! 배우 김미숙!),송승환의 원더풀 라이프,Entertainment,2025-03-11T09:01:02Z,202853,7146,301,2025-03-19 15:42:17.599765
fkJm3f4WGgs,[4회 하이라이트] 대망의 영어 스피치 대회! 김사랑은 과연 1등 할 수 있을까? 대치동 엄마들도 긴장되는 순간ㄷㄷ #라이딩인생,ENA 이엔에이,Entertainment,2025-03-11T14:10:01Z,368374,1591,139,2025-03-19 15:42:17.599765
jMRyVvNSA3g,임영웅 리사이틀 [RE:CITAL] Behind Ep2. 대장정의 (진짜) 서막,임영웅,Music,2025-03-09T09:16:00Z,525494,53924,5349,2025-03-19 15:42:17.599765
j1DTIaDJy4I,j-hope ft. Miguel: Sweet Dreams | The Tonight Show Starring Jimmy Fallon,The Tonight Show Starring Jimmy Fallon,Comedy,2025-03-11T04:36:00Z,1492469,185547,9429,2025-03-19 15:42:17.599765
S-VLzICd2FE,"SEULGI 슬기 'Baby, Not Baby' MV",SMTOWN,Music,2025-03-10T09:00:28Z,2500245,224272,10137,2025-03-19 15:42:17.599765
J28QAjidSXk,[SUB/만날사람인나] EP.9-2 당장 박보검&아이유 폭싹즈를 찵여오너라 | 박보검 2부,유인라디오,Entertainment,2025-03-13T10:00:21Z,539022,11876,981,2025-03-19 15:42:17.599765
adn5KgN2_A8,"아옳이 소장품 나눔하는 영상💖  예쁜 드레스, 신발 나눔👗👡",아옳이,People & Blogs,2025-03-11T11:00:08Z,255539,5287,11563,2025-03-19 15:42:17.599765
Z7S8_GraO9k,군대리아,숏박스,Comedy,2025-03-07T09:00:50Z,4285677,42512,4783,2025-03-19 15:42:17.599765
x4vLxR_7dFI,한국에서 귀국선물로 이탈리아 장모님께 삼성 갤럭시 S25+를 드렸더니? 그리고 선물보따리 한 가득,Mozzarella Girl & Oppa,Comedy,2025-03-10T22:01:50Z,341962,12944,512,2025-03-19 15:42:17.599765
JSFG-IE8n_c,JENNIE - like JENNIE (Official Video),JennieRubyJaneVEVO,Music,2025-03-07T05:00:06Z,37770416,2107731,116179,2025-03-19 15:42:17.599765
dCWtNl6imQ4,“개그맨 아니었어?” 끝없이 긁는 찐동생 주우재 놀리기🤣 본숙커플 마지막 비하인드!? [비밀보장 508회],VIVO TV - 비보티비,Comedy,2025-03-12T10:00:46Z,509031,7046,699,2025-03-19 15:42:17.599765
BgFbfqBSX_8,[백설공주] '간절한 소원' (Waiting On A Wish) MV 티저,Disney Korea,Entertainment,2025-03-09T23:01:13Z,1729035,26183,4076,2025-03-19 15:42:17.599765
ZYzhXq-u-mU,평생 야채 싫어하는 쯔양의 야채 먹방 asmr..🤢,쯔양밖정원,People & Blogs,2025-03-11T10:00:42Z,259937,10906,1018,2025-03-19 15:42:17.599765
eELPm0IUNtM,[EN]포켓형은 핑계고ㅣEP.71,뜬뜬 DdeunDdeun,Comedy,2025-03-08T00:00:06Z,5134694,70831,4462,2025-03-19 15:42:17.599765
3UTfekR1vNQ,"j-hope Wants to Work with Kendrick Lamar; Talks Solo World Tour and ARMY Inspiring ""Sweet Dreams""",The Tonight Show Starring Jimmy Fallon,Comedy,2025-03-11T04:52:36Z,1053526,120865,5555,2025-03-19 15:42:17.599765
SF5DIkzuqCc,소 지방으로 삼양라면 10인분 튀기기,먹어볼래TryToEat,People & Blogs,2025-03-09T08:00:31Z,560832,6011,499,2025-03-19 15:42:17.599765
2WeVpa6RbwQ,인천공항에서 지금 출발하는 표 달라고 했더니.. 여기 어디야???,꾸준 kkujun,Travel & Events,2025-03-08T04:00:01Z,1095689,16448,1558,2025-03-19 15:42:17.599765
0_zT7fyqGIw,"'과감한 파넨카' 손흥민, 토트넘 3연패 막았다 #SPOTIME",스포타임,Sports,2025-03-09T17:17:17Z,2073704,17455,2244,2025-03-19 15:42:17.599765
JXR81wlgJXo,포탈이 20억개 추가된 야생에서 살아남기,김만덕의 극한야생,Gaming,2025-03-08T07:57:44Z,384324,7093,425,2025-03-19 15:42:17.599765
S-IOBdE4nuw,"""화투가 나고 내가 화투인 물아일체!"" 혼이 담긴 속임수로 타짜들 다 털어버리는 허준호 타짜 모먼트! #올인 #습끌올 #SBSCatch",SBS Catch,Entertainment,2025-03-09T04:00:16Z,542305,2209,481,2025-03-19 15:42:17.599765
E4pjQzmXJNY,"1박여행 갈 때, 연애 초반커플 vs 장기커플",총몇명,Film & Animation,2025-03-08T09:00:24Z,1525715,22824,556,2025-03-19 15:42:17.599765
EnxjH4qfFys,아무도 없는 섬에서 텐트 없이 1박2일 생존하기!!!,진석기시대,Entertainment,2025-03-09T11:15:02Z,371422,5881,1207,2025-03-19 15:42:17.599765
Xh2K4rm4QWY,겨울잠에서 깨운지 한달 반 만에 양봉벌들과 토종벌 확인하기(feat.체리),프응TV Honeybeefather,People & Blogs,2025-03-09T08:08:09Z,308376,5195,256,2025-03-19 15:42:17.599765
79sOdu-VSHM,"[1-2회 하이라이트] 대기업 부채가 무려 💥11조💥 전설의 협상가 이제훈, 위기에 빠진 그룹을 살리기 위해 돌아오다! | 협상의 기술 | JTBC 250309 방송",JTBC Drama,Entertainment,2025-03-09T14:58:52Z,232490,1349,88,2025-03-19 15:42:17.599765
VCphey8IT58,1타 강사 vs 1티어 나혼산 : 묘하게 케미 좋은 우리 사이 ｜드디어 인문학 EP. 3 김광규님  #플라톤 #공자 #석가모니,이지영 [Leejiyoung Official],Education,2025-03-08T13:15:11Z,719333,12259,775,2025-03-19 15:42:17.599765
kW1e8NtdW90,j-hope ‘Sweet Dreams (feat. Miguel)’ Official MV,HYBE LABELS,Music,2025-03-07T04:59:06Z,13455345,1376457,130119,2025-03-19 15:42:17.599765
HPnftCFMnQg,알 수 없는 인생,YOUNGTAK - Topic,Music,2025-03-08T09:04:33Z,240314,14020,1098,2025-03-19 15:42:17.599765
7FW-U3ZOQM4,정동원 THE 2ND ALBUM ‘키다리의 선물’ 하이라이트 퍼포먼스 비디오,정동원TV,People & Blogs,2025-03-08T06:13:00Z,190333,7659,1992,2025-03-19 15:42:17.599765
Iu0yLRybyeg,123층 롯데월드타워를 처음 와본 터키 장모님의 리얼 반응,유슬비 YOOSEULBI,People & Blogs,2025-03-09T04:27:53Z,238288,12498,467,2025-03-19 15:42:17.599765
qiuSUSiyGkI,"VLOG • 그래요 나 연애해요,, 예뻐야 하는 날 야무지게 준비하고🧖🏻‍♀️ 남친보이랑 첫 한남동 데이트💗",현주zutube,People & Blogs,2025-03-10T09:01:05Z,98308,1233,159,2025-03-19 15:42:17.599765
85DSFgZ4-wQ,[TEASER] 제니(JENNIE) 'like JENNIE' 최초공개🌹 3/9 9PM NPOP,NPOP,People & Blogs,2025-03-08T10:00:09Z,1096681,69439,1321,2025-03-19 15:42:17.599765
LsKcMV7hfPY,1년만에 달라진 그녀와의 재회 - 일본(4),곽튜브,Travel & Events,2025-03-06T12:01:32Z,1721358,28571,2938,2025-03-19 15:42:17.599765
SGP0pJZEYeM,[#미스터트롯3] 시원하게 부순 정통 트롯의 벽💥 준결승 2차전 정통 트롯 대전 천록담 '부초 같은 인생'♬ #TVCHOSUNMUSIC (TV CHOSUN 250306 방송),TVCHOSUN MUSIC,Entertainment,2025-03-07T07:31:00Z,710622,11426,1946,2025-03-19 15:42:17.599765
3T-KF_NUPd8,"[하이라이트] 12년 만에 만난 〈마셰코〉 사제간의 대결🔥 김소희에게 불같이 대드는 최강록, 간이 부었네?ㅋㅋㅋ | 냉장고를 부탁해 | JTBC 250309 방송",JTBC Entertainment,Entertainment,2025-03-09T13:21:24Z,1105878,9832,912,2025-03-19 15:42:17.599765
LS2hKISN6gI,#24 우리 가족들 허락 다 받았어 ʚ♥ɞ [오래된 만남 추구] ep.7,고로케 : goroke,Entertainment,2025-03-09T14:00:28Z,1430108,16280,2227,2025-03-19 15:42:17.599765
GRUfZQC3_po,저희 결혼합니다,훼사원,People & Blogs,2025-03-08T07:01:13Z,367098,15165,4409,2025-03-19 15:42:17.599765
UEjFM78dAF0,👟’이 신발’ 그만 사세요ㅠㅣ살까요? 말까요? 신발 잡화 편,오늘의 주우재,People & Blogs,2025-03-11T10:00:38Z,312940,3069,258,2025-03-19 15:42:17.599765
hS0cRWkCRmw,관광객들은 모르는 일본 나고야 찐 로컬 맛집 로드🤤편의점 간식 추천까지🍙,동네친구 강나미 [Kangnami],Entertainment,2025-03-06T10:00:54Z,862551,10145,745,2025-03-19 15:42:17.599765
-Ziv4u5c4G4,닥터프렌즈 오진승 선생님께 정신과 상담 받았는데요...,회사원A,Howto & Style,2025-03-08T10:00:00Z,282145,4227,340,2025-03-19 15:42:17.599765
Cvy7vwZW38Y,내 뇌 기능이 끝장 나는데 얼마나 걸릴 것 같나?💥 드디어 내실 금고를 열어줄 키맨 박형식을 만난 우현 #습드첵 #보물섬 #BuriedHearts #sbsdrama,SBS Drama,Entertainment,2025-03-07T14:10:00Z,405994,2045,60,2025-03-19 15:42:17.599765
Ry1RrIVyl1M,[MV] 10CM _ To Reach You(너에게 닿기를),1theK (원더케이),Music,2025-03-06T09:00:35Z,469286,12679,806,2025-03-19 15:42:17.599765
R55VGD7aYUI,TREASURE - ‘YELLOW’ M/V,TREASURE (트레저),Entertainment,2025-03-07T09:00:08Z,30751882,503824,157671,2025-03-19 15:42:17.599765
hHT8FNgW2NU,[ENG]앗! 츄~🤧 이건 감기가 아니라 워토우 때문이라고요!｜#판다와쏭 #196,에버랜드 - EVERLAND,Pets & Animals,2025-03-07T09:35:13Z,477674,18659,867,2025-03-19 15:42:17.599765
BAhjzJpecrQ,인생 첫 차로 국산차 아니면 안 사겠다고 화를 내는 미국인 아내,D&J딘 and 줄리엣,People & Blogs,2025-03-08T11:04:23Z,340209,12764,905,2025-03-19 15:42:17.599765
-XXPO8rl7Wk,잇섭 mini,UPSub없섭,Science & Technology,2025-03-08T08:00:00Z,697436,18156,3474,2025-03-19 15:42:17.599765
ZzUbeLB5H-4,현경아..난 네가 이렇게 빡세게 사는 줄 몰랐다 [여기까지 왜 왔어? EP. 03],SBS Golf,Sports,2025-03-11T08:30:12Z,159394,1433,73,2025-03-19 15:42:17.599765
kQTFNQivQaE,친구의 친구,띱 Deep,Comedy,2025-03-08T03:00:42Z,1825670,24399,1077,2025-03-19 15:42:17.599765
r5TJ0f5EbDA,ENG│짐 많은 1인가구의 이사하는 날. 노동은 하는데 정리가 안되는 브이로그. 정신없는 뉴 하우스,planD플랜디,People & Blogs,2025-03-09T11:05:29Z,758823,28058,998,2025-03-19 15:42:17.599765
hUKBlwYS9Bc,"(ENG) 한혜진X화사 | 올해 여은파 연애할 수 있을까요..?🙏🏻 | 걸스나잇, 이상형, 연애 타로, 여은파 비하인드, 화사 북미투어 [나래식] EP.24",나래식,Entertainment,2025-03-05T09:30:02Z,1024840,13365,652,2025-03-19 15:42:17.599765
rsKvMEFeZ5E,미국 음식 먹는 브이로그,엄지렐라 Umjirella,People & Blogs,2025-03-07T09:01:17Z,248655,2745,111,2025-03-19 15:42:17.599765
YkEO63LGsKk,[SUB] 완전체라 6배로 즐겁고 6배로 시끄러움｜재친구 S4 E1｜인피니트 김재중,재친구(Jae friends) | ST7,Entertainment,2025-03-06T09:00:45Z,523556,26948,1776,2025-03-19 15:42:17.599765
O4WQFp9oCRQ,[Official MV]  INFINITE(인피니트) 'Dangerous',INFINITE Official,Entertainment,2025-03-06T09:00:30Z,10279665,0,10730,2025-03-19 15:42:17.599765
kyRhp1O6wvM,호주 유학 집 구하기 | 도착 6시간만에 계약 완료! | 유학생 브이로그🇦🇺,유네린LIN,People & Blogs,2025-03-09T11:10:03Z,161227,2554,141,2025-03-19 15:42:17.599765
9ncoZPE-_Bw,[4K] TREASURE(트레저) “YELLOW” Band LIVE 트레저가 정한 사랑의 색깔은 옐로우💛 [it’s KPOP LIVE 잇츠라이브],it's Live,Entertainment,2025-03-07T13:00:07Z,1191199,113407,9221,2025-03-19 15:42:17.599765
4gwb7ur2sq8,Loneliness is (외로움이라는 건),Choi Yu Ree - Topic,Music,2025-03-04T09:01:14Z,798966,7348,76,2025-03-19 15:42:17.599765
yTHqpF6jZFA,"[#조선의사랑꾼] (30분) 단둘이서 첫 외식을 나온 이경실&손보승 모자, 그런데 갑자기 돈을 빌려달라는 아들?! #TVCHOSUNSTAR (TV CHOSUN 250303 방송)",TVCHOSUN STAR,Entertainment,2025-03-04T11:30:39Z,745158,6303,1721,2025-03-19 15:42:17.599765
EVwU1vvSH_E,오랜만에 가본 미국 엘레이 근황,원지의하루,People & Blogs,2025-03-05T07:33:06Z,807935,16329,832,2025-03-19 15:42:17.599765
Ih8CKFn3q6Q,3분 간격으로 알람 맞춰줘,너덜트,Comedy,2025-03-04T11:27:21Z,1393038,20243,1093,2025-03-19 15:42:17.599765
dixyMxnPuoA,High Horse,NMIXX - Topic,Music,2025-03-04T09:04:30Z,1357945,30466,1421,2025-03-19 15:42:17.599765
fSJvjPqdJug,⚠️동묘왕의 요즘 동묘 긴급 점검 | 동묘에 나타난 데프콘은 도매상에 너무 해롭습니다,데프콘TV,Entertainment,2025-03-05T09:00:47Z,810989,10273,1172,2025-03-19 15:42:17.599765
c3jK48Hy3u0,G-DRAGON - 'TOO BAD (feat. Anderson .Paak)' Official Performance Video with RIEHATA,OfficialGDRAGON,People & Blogs,2025-03-03T06:00:17Z,4452418,150721,7259,2025-03-19 15:42:17.599765
GHWdeD6bl28,베트남에서 박현경 배소현 캐디하다가 잘렸습니다.. [여기까지 왜 왔어? EP. 02],SBS Golf,Sports,2025-03-08T03:00:12Z,257015,2334,174,2025-03-19 15:42:17.599765
Kyns0Nuksng,삭발 후 드디어 맞춰진 시계 (ft.롯폰기 인생 카츠),추성훈 ChooSungHoon,People & Blogs,2025-03-06T09:30:08Z,2907276,58865,4257,2025-03-19 15:42:17.599765
0EH7_qKGyJM,[SUB] 2세대 특 : 별걸 다 말함😳 | 배꼽 Dangerous | 집대성 ep.47,집대성,People & Blogs,2025-03-07T09:00:02Z,894116,36103,2638,2025-03-19 15:42:17.599765
zFnyzHfJTkk,100일만에 살아서 돌아왔습니다.,허팝Heopop,Entertainment,2025-03-04T10:36:56Z,1243403,26731,2708,2025-03-19 15:42:17.599765
SxY3eL4J4-M,🌸봄 아우터 사기 전에 저한테 검사 받으세요 | 살까요? 말까요? 의류 편,오늘의 주우재,People & Blogs,2025-03-07T10:00:28Z,367145,4029,199,2025-03-19 15:42:17.599765
